# t 	C/Co
0	0
4.806	0.07442
8	0.1236146936
15	0.1313363548
21	0.1578172127
27	0.1860068256
39	0.1902306937
67	0.2007269418
95	0.2236720829
103	0.2295381096
134	0.2506628887
153	0.2554166314
226	0.2773319014
236	0.2853293808
312	0.2935389456
393	0.3112424742
467	0.3655708767
550	0.3985145414
850	0.42504
1342	0.4921628996
1381	0.5009717059
1428	0.5512352695


